# ==========================================
# IOTSYN.COM - IoT Synthetic Data Engine
# ==========================================
# GENERATOR VERSION: 3.1.0
# UNIQUE ID: iotsyn_69d115dc8c6862.91946550
# DOMAIN: IIoT_Network
# CONFIGURATION: Attack rate: 16%
# ROWS: 10000
# INTERVAL SECONDS: 10
# SEED: 3660478114
# LICENSE: CC0 1.0 Universal
# STATISTICAL MODEL: Normal: Periodic polling (protocol-specific packet sizes), deterministic intervals + jitter Attacks: Burst-based Markov state machine (MitM, Replay, False Data Injection, DoS, Recon) Protocols: Modbus TCP (35%), OPC UA (25%), DNP3 (15%), BACnet (8%), EtherNet/IP (10%), MQTT (7%) Device roles: PLC, HMI, SCADA Server, RTU, Engineering Workstation, Historian
# GENERATION DATE: 2026-04-04 13:45:00
# LICENSE: CC0 1.0 Universal (Public Domain)
# CITATION: IoTSyn Dataset Generator (2026). Available: https://iotsyn.com
# ==========================================
#
Timestamp,Source_IP,Dest_IP,Source_Port,Dest_Port,Protocol,Packet_Size,Connection_Duration,Packets_Sent,Bytes_Transferred,Flow_Rate,Device_Role,Function_Code,Attack_Type,Attack_Phase,Label
"2026-03-28 17:19:20",214.50.181.129,10.0.1.20,9385,20000,DNP3,289,0.264,4,1156,4371.44,External,16,False_Data_Injection,peak,Malicious
"2026-03-28 17:19:30",214.50.181.129,10.0.1.19,23951,502,Modbus_TCP,83,0.029,3,249,8710.41,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 17:19:40",214.50.181.129,10.0.1.12,47339,502,Modbus_TCP,188,0.03,4,752,25190.14,External,6,False_Data_Injection,cooldown,Malicious
"2026-03-28 17:19:50",10.0.1.17,10.0.1.19,42204,20000,DNP3,145,0.324,6,870,2681.78,HMI,3,Normal,none,Normal
"2026-03-28 17:20:00",10.0.1.22,10.0.1.14,37355,20000,DNP3,98,0.491,7,686,1395.97,PLC,1,Normal,none,Normal
"2026-03-28 17:20:10",10.0.1.24,10.0.1.13,40876,20000,DNP3,181,0.456,3,543,1189.81,SCADA_Server,5,Normal,none,Normal
"2026-03-28 17:20:20",10.0.1.15,10.0.1.28,3032,20000,DNP3,195,0.13,7,1365,10489.29,Historian,2,Normal,none,Normal
"2026-03-28 17:20:30",10.0.1.26,10.0.1.16,17043,502,Modbus_TCP,91,0.324,7,637,1965.18,Engineering_Workstation,3,Normal,none,Normal
"2026-03-28 17:20:40",107.39.176.138,10.0.1.21,54048,502,Modbus_TCP,85,0.041,2,170,4141.06,External,16,Reconnaissance,recon,Malicious
"2026-03-28 17:20:50",107.39.176.138,10.0.1.27,1831,502,Modbus_TCP,63,0.033,3,189,5777.98,External,3,Reconnaissance,recon,Malicious
"2026-03-28 17:21:00",107.39.176.138,10.0.1.26,35417,502,Modbus_TCP,41,0.007,3,123,18900.54,External,4,Reconnaissance,recon,Malicious
"2026-03-28 17:21:10",107.39.176.138,10.0.1.17,41798,502,Modbus_TCP,66,0.024,1,66,2745.22,External,5,Reconnaissance,escalation,Malicious
"2026-03-28 17:21:20",107.39.176.138,10.0.1.21,12343,502,Modbus_TCP,84,0.039,1,84,2131.02,External,16,Reconnaissance,escalation,Malicious
"2026-03-28 17:21:30",107.39.176.138,10.0.1.10,6087,502,Modbus_TCP,47,0.011,2,94,8772.67,External,3,Reconnaissance,escalation,Malicious
"2026-03-28 17:21:40",107.39.176.138,10.0.1.19,56249,502,Modbus_TCP,70,0.007,2,140,19794.95,External,5,Reconnaissance,peak,Malicious
"2026-03-28 17:21:50",107.39.176.138,10.0.1.18,19750,502,Modbus_TCP,100,0.026,2,200,7614.54,External,6,Reconnaissance,peak,Malicious
"2026-03-28 17:22:00",107.39.176.138,10.0.1.14,55560,502,Modbus_TCP,47,0.01,1,47,4536.71,External,16,Reconnaissance,peak,Malicious
"2026-03-28 17:22:10",107.39.176.138,10.0.1.11,19404,502,Modbus_TCP,70,0.039,2,140,3579.77,External,1,Reconnaissance,peak,Malicious
"2026-03-28 17:22:20",107.39.176.138,10.0.1.13,42199,502,Modbus_TCP,71,0.004,2,142,32791,External,4,Reconnaissance,peak,Malicious
"2026-03-28 17:22:30",107.39.176.138,10.0.1.10,28771,502,Modbus_TCP,79,0.01,3,237,24869.83,External,5,Reconnaissance,peak,Malicious
"2026-03-28 17:22:40",107.39.176.138,10.0.1.13,17986,502,Modbus_TCP,95,0.05,1,95,1908.93,External,2,Reconnaissance,peak,Malicious
"2026-03-28 17:22:50",107.39.176.138,10.0.1.23,56573,502,Modbus_TCP,83,0.004,2,166,45863.56,External,3,Reconnaissance,peak,Malicious
"2026-03-28 17:23:00",107.39.176.138,10.0.1.18,15641,502,Modbus_TCP,77,0.015,2,154,10391.98,External,15,Reconnaissance,cooldown,Malicious
"2026-03-28 17:23:10",107.39.176.138,10.0.1.13,57258,502,Modbus_TCP,47,0.032,3,141,4360.58,External,2,Reconnaissance,cooldown,Malicious
"2026-03-28 17:23:20",107.39.176.138,10.0.1.20,10049,502,Modbus_TCP,48,0.045,1,48,1055.56,External,4,Reconnaissance,cooldown,Malicious
"2026-03-28 17:23:30",10.0.1.13,10.0.1.21,44858,4840,OPC_UA,266,0.183,7,1862,10191.8,RTU,0,Normal,none,Normal
"2026-03-28 17:23:40",10.0.1.19,10.0.1.14,49742,20000,DNP3,197,0.454,3,591,1300.98,RTU,5,Normal,none,Normal
"2026-03-28 17:23:50",10.0.1.22,10.0.1.14,8536,47808,BACnet,92,0.086,3,276,3203.59,PLC,0,Normal,none,Normal
"2026-03-28 17:24:00",10.0.1.19,10.0.1.12,50811,502,Modbus_TCP,102,0.429,5,510,1188.52,RTU,15,Normal,none,Normal
"2026-03-28 17:24:10",112.71.65.160,10.0.1.22,15101,502,Modbus_TCP,49,0.047,3,147,3111.1,External,1,Reconnaissance,recon,Malicious
"2026-03-28 17:24:20",112.71.65.160,10.0.1.26,17390,502,Modbus_TCP,59,0.018,2,118,6497.78,External,5,Reconnaissance,recon,Malicious
"2026-03-28 17:24:30",112.71.65.160,10.0.1.15,41015,502,Modbus_TCP,99,0.035,2,198,5638.95,External,6,Reconnaissance,recon,Malicious
"2026-03-28 17:24:40",112.71.65.160,10.0.1.19,42383,502,Modbus_TCP,94,0.032,2,188,5914.57,External,4,Reconnaissance,escalation,Malicious
"2026-03-28 17:24:50",112.71.65.160,10.0.1.22,50419,502,Modbus_TCP,78,0.008,3,234,28789.65,External,16,Reconnaissance,escalation,Malicious
"2026-03-28 17:25:00",112.71.65.160,10.0.1.15,20775,502,Modbus_TCP,45,0.048,3,135,2801.89,External,5,Reconnaissance,escalation,Malicious
"2026-03-28 17:25:10",112.71.65.160,10.0.1.28,1989,502,Modbus_TCP,57,0.035,3,171,4861,External,15,Reconnaissance,escalation,Malicious
"2026-03-28 17:25:20",112.71.65.160,10.0.1.24,9148,502,Modbus_TCP,92,0.048,2,184,3831.72,External,2,Reconnaissance,peak,Malicious
"2026-03-28 17:25:30",112.71.65.160,10.0.1.27,1298,502,Modbus_TCP,43,0.023,2,86,3660.85,External,2,Reconnaissance,peak,Malicious
"2026-03-28 17:25:40",112.71.65.160,10.0.1.16,18419,502,Modbus_TCP,94,0.046,3,282,6172.91,External,5,Reconnaissance,peak,Malicious
"2026-03-28 17:25:50",112.71.65.160,10.0.1.28,59005,502,Modbus_TCP,80,0.029,3,240,8351.33,External,16,Reconnaissance,peak,Malicious
"2026-03-28 17:26:00",112.71.65.160,10.0.1.20,14645,502,Modbus_TCP,48,0.005,3,144,27848.88,External,15,Reconnaissance,peak,Malicious
"2026-03-28 17:26:10",112.71.65.160,10.0.1.19,23592,502,Modbus_TCP,89,0.016,2,178,11381.9,External,4,Reconnaissance,peak,Malicious
"2026-03-28 17:26:20",112.71.65.160,10.0.1.10,33679,502,Modbus_TCP,70,0.029,3,210,7238.37,External,6,Reconnaissance,peak,Malicious
"2026-03-28 17:26:30",112.71.65.160,10.0.1.15,13137,502,Modbus_TCP,78,0.021,2,156,7599.99,External,5,Reconnaissance,peak,Malicious
"2026-03-28 17:26:40",112.71.65.160,10.0.1.28,34801,502,Modbus_TCP,52,0.002,3,156,65104.95,External,6,Reconnaissance,peak,Malicious
"2026-03-28 17:26:50",112.71.65.160,10.0.1.28,35469,502,Modbus_TCP,82,0.02,1,82,4132.14,External,1,Reconnaissance,cooldown,Malicious
"2026-03-28 17:27:00",112.71.65.160,10.0.1.22,14111,502,Modbus_TCP,65,0.048,1,65,1365.98,External,4,Reconnaissance,cooldown,Malicious
"2026-03-28 17:27:10",112.71.65.160,10.0.1.19,11194,502,Modbus_TCP,54,0.01,2,108,10636.76,External,16,Reconnaissance,cooldown,Malicious
"2026-03-28 17:27:20",112.71.65.160,10.0.1.11,9431,502,Modbus_TCP,98,0.036,1,98,2760.41,External,6,Reconnaissance,cooldown,Malicious
"2026-03-28 17:27:30",10.0.1.26,10.0.1.27,5123,4840,OPC_UA,223,0.329,2,446,1356.16,Engineering_Workstation,0,Normal,none,Normal
"2026-03-28 17:27:40",10.0.1.18,10.0.1.19,3576,20000,DNP3,159,0.197,5,795,4044.37,SCADA_Server,3,Normal,none,Normal
"2026-03-28 17:27:50",12.144.172.38,10.0.1.25,32470,47808,BACnet,286,0.927,13,3718,4011.52,External,0,MitM,recon,Malicious
"2026-03-28 17:28:00",12.144.172.38,10.0.1.16,10715,20000,DNP3,446,0.448,20,8920,19899.54,External,16,MitM,recon,Malicious
"2026-03-28 17:28:10",12.144.172.38,10.0.1.20,35536,20000,DNP3,418,0.73,10,4180,5729.37,External,1,MitM,recon,Malicious
"2026-03-28 17:28:20",12.144.172.38,10.0.1.26,39471,502,Modbus_TCP,129,0.283,16,2064,7304.46,External,5,MitM,recon,Malicious
"2026-03-28 17:28:30",12.144.172.38,10.0.1.11,41898,1883,MQTT,324,0.282,6,1944,6890.22,External,0,MitM,recon,Malicious
"2026-03-28 17:28:40",12.144.172.38,10.0.1.17,26679,502,Modbus_TCP,342,0.838,16,5472,6531.73,External,1,MitM,recon,Malicious
"2026-03-28 17:28:50",12.144.172.38,10.0.1.17,21399,502,Modbus_TCP,270,0.629,16,4320,6868.37,External,5,MitM,recon,Malicious
"2026-03-28 17:29:00",12.144.172.38,10.0.1.22,55758,4840,OPC_UA,424,0.247,3,1272,5145.81,External,0,MitM,recon,Malicious
"2026-03-28 17:29:10",12.144.172.38,10.0.1.23,14015,20000,DNP3,419,0.366,3,1257,3435.49,External,2,MitM,escalation,Malicious
"2026-03-28 17:29:20",12.144.172.38,10.0.1.27,42557,1883,MQTT,449,0.267,6,2694,10079.32,External,0,MitM,escalation,Malicious
"2026-03-28 17:29:30",12.144.172.38,10.0.1.14,51632,4840,OPC_UA,124,0.727,13,1612,2217.96,External,0,MitM,escalation,Malicious
"2026-03-28 17:29:40",12.144.172.38,10.0.1.16,63731,502,Modbus_TCP,279,0.995,4,1116,1121.21,External,4,MitM,escalation,Malicious
"2026-03-28 17:29:50",12.144.172.38,10.0.1.14,26341,44818,EtherNet_IP,243,0.395,17,4131,10445.45,External,0,MitM,escalation,Malicious
"2026-03-28 17:30:00",12.144.172.38,10.0.1.25,63785,20000,DNP3,476,0.551,20,9520,17281.77,External,3,MitM,escalation,Malicious
"2026-03-28 17:30:10",12.144.172.38,10.0.1.21,27138,20000,DNP3,423,0.412,6,2538,6159.29,External,6,MitM,escalation,Malicious
"2026-03-28 17:30:20",12.144.172.38,10.0.1.12,43590,20000,DNP3,168,0.586,9,1512,2578.87,External,6,MitM,escalation,Malicious
"2026-03-28 17:30:30",12.144.172.38,10.0.1.28,43707,20000,DNP3,278,0.538,17,4726,8792.09,External,4,MitM,escalation,Malicious
"2026-03-28 17:30:40",12.144.172.38,10.0.1.20,56567,44818,EtherNet_IP,149,0.813,18,2682,3300.89,External,0,MitM,escalation,Malicious
"2026-03-28 17:30:50",12.144.172.38,10.0.1.16,45729,20000,DNP3,392,0.548,17,6664,12167.63,External,2,MitM,peak,Malicious
"2026-03-28 17:31:00",12.144.172.38,10.0.1.12,40604,4840,OPC_UA,377,0.819,13,4901,5984.17,External,0,MitM,peak,Malicious
"2026-03-28 17:31:10",12.144.172.38,10.0.1.27,2530,20000,DNP3,151,0.441,9,1359,3080.66,External,16,MitM,peak,Malicious
"2026-03-28 17:31:20",12.144.172.38,10.0.1.24,60056,502,Modbus_TCP,341,0.544,7,2387,4386.56,External,6,MitM,peak,Malicious
"2026-03-28 17:31:30",12.144.172.38,10.0.1.28,36532,20000,DNP3,244,0.248,16,3904,15752.74,External,6,MitM,peak,Malicious
"2026-03-28 17:31:40",12.144.172.38,10.0.1.23,58322,1883,MQTT,256,0.2,18,4608,23081.21,External,0,MitM,peak,Malicious
"2026-03-28 17:31:50",12.144.172.38,10.0.1.17,61966,44818,EtherNet_IP,444,0.243,7,3108,12782.07,External,0,MitM,peak,Malicious
"2026-03-28 17:32:00",12.144.172.38,10.0.1.16,47619,20000,DNP3,426,0.382,2,852,2230.72,External,16,MitM,peak,Malicious
"2026-03-28 17:32:10",12.144.172.38,10.0.1.17,45571,20000,DNP3,262,0.571,16,4192,7335.55,External,3,MitM,peak,Malicious
"2026-03-28 17:32:20",12.144.172.38,10.0.1.25,21254,4840,OPC_UA,171,0.493,9,1539,3121.17,External,0,MitM,peak,Malicious
"2026-03-28 17:32:30",12.144.172.38,10.0.1.14,47992,20000,DNP3,454,0.103,15,6810,66352.01,External,16,MitM,peak,Malicious
"2026-03-28 17:32:40",12.144.172.38,10.0.1.23,62408,44818,EtherNet_IP,202,0.533,16,3232,6066.31,External,0,MitM,peak,Malicious
"2026-03-28 17:32:50",12.144.172.38,10.0.1.25,45316,20000,DNP3,464,0.458,15,6960,15185.93,External,4,MitM,peak,Malicious
"2026-03-28 17:33:00",12.144.172.38,10.0.1.12,36659,20000,DNP3,371,0.774,20,7420,9580.82,External,6,MitM,peak,Malicious
"2026-03-28 17:33:10",12.144.172.38,10.0.1.12,51465,1883,MQTT,224,0.439,7,1568,3572.39,External,0,MitM,peak,Malicious
"2026-03-28 17:33:20",12.144.172.38,10.0.1.26,33394,20000,DNP3,302,0.545,14,4228,7763.76,External,5,MitM,peak,Malicious
"2026-03-28 17:33:30",12.144.172.38,10.0.1.17,54489,20000,DNP3,328,0.562,18,5904,10513.2,External,3,MitM,peak,Malicious
"2026-03-28 17:33:40",12.144.172.38,10.0.1.20,7484,20000,DNP3,263,0.173,9,2367,13669.08,External,16,MitM,peak,Malicious
"2026-03-28 17:33:50",12.144.172.38,10.0.1.19,4009,20000,DNP3,243,0.154,16,3888,25258.79,External,6,MitM,peak,Malicious
"2026-03-28 17:34:00",12.144.172.38,10.0.1.10,12930,20000,DNP3,129,0.46,8,1032,2242.27,External,3,MitM,peak,Malicious
"2026-03-28 17:34:10",12.144.172.38,10.0.1.13,55197,20000,DNP3,273,0.653,2,546,836.51,External,6,MitM,peak,Malicious
"2026-03-28 17:34:20",12.144.172.38,10.0.1.20,24586,1883,MQTT,294,0.335,18,5292,15780.3,External,0,MitM,peak,Malicious
"2026-03-28 17:34:30",12.144.172.38,10.0.1.27,58877,20000,DNP3,348,0.222,2,696,3135.73,External,6,MitM,cooldown,Malicious
"2026-03-28 17:34:40",12.144.172.38,10.0.1.27,31740,20000,DNP3,204,0.608,15,3060,5035.96,External,4,MitM,cooldown,Malicious
"2026-03-28 17:34:50",12.144.172.38,10.0.1.20,13900,20000,DNP3,273,0.486,12,3276,6737.03,External,15,MitM,cooldown,Malicious
"2026-03-28 17:35:00",12.144.172.38,10.0.1.14,35158,44818,EtherNet_IP,450,0.677,14,6300,9308.56,External,0,MitM,cooldown,Malicious
"2026-03-28 17:35:10",12.144.172.38,10.0.1.13,37472,502,Modbus_TCP,178,0.191,4,712,3725.53,External,15,MitM,cooldown,Malicious
"2026-03-28 17:35:20",12.144.172.38,10.0.1.24,56446,20000,DNP3,323,0.59,16,5168,8759.59,External,4,MitM,cooldown,Malicious
"2026-03-28 17:35:30",12.144.172.38,10.0.1.24,19329,502,Modbus_TCP,233,0.733,7,1631,2224.29,External,5,MitM,cooldown,Malicious
"2026-03-28 17:35:40",12.144.172.38,10.0.1.18,27126,502,Modbus_TCP,167,0.803,14,2338,2910.2,External,6,MitM,cooldown,Malicious
"2026-03-28 17:35:50",12.144.172.38,10.0.1.27,45855,1883,MQTT,194,0.878,18,3492,3975.13,External,0,MitM,cooldown,Malicious
"2026-03-28 17:36:00",12.144.172.38,10.0.1.11,5431,44818,EtherNet_IP,421,0.319,9,3789,11865.19,External,0,MitM,cooldown,Malicious
"2026-03-28 17:36:10",10.0.1.24,10.0.1.16,13769,20000,DNP3,174,0.124,6,1044,8445.87,SCADA_Server,6,Normal,none,Normal
"2026-03-28 17:36:20",10.0.1.10,10.0.1.25,26883,20000,DNP3,84,0.116,3,252,2173.79,PLC,15,Normal,none,Normal
"2026-03-28 17:36:30",10.0.1.10,10.0.1.15,11189,44818,EtherNet_IP,92,0.347,4,368,1060.78,PLC,0,Normal,none,Normal
"2026-03-28 17:36:40",10.0.1.26,10.0.1.16,48274,4840,OPC_UA,307,0.189,4,1228,6506.73,Engineering_Workstation,0,Normal,none,Normal
"2026-03-28 17:36:50",3.192.235.37,10.0.1.25,57494,20000,DNP3,296,0.929,11,3256,3503.13,External,15,MitM,recon,Malicious
"2026-03-28 17:37:00",3.192.235.37,10.0.1.10,57157,20000,DNP3,266,0.232,9,2394,10307.57,External,5,MitM,recon,Malicious
"2026-03-28 17:37:10",3.192.235.37,10.0.1.20,51730,502,Modbus_TCP,327,0.104,10,3270,31376.77,External,2,MitM,recon,Malicious
"2026-03-28 17:37:20",3.192.235.37,10.0.1.23,13141,4840,OPC_UA,469,0.606,9,4221,6970.19,External,0,MitM,escalation,Malicious
"2026-03-28 17:37:30",3.192.235.37,10.0.1.16,28192,44818,EtherNet_IP,310,0.15,19,5890,39326.03,External,0,MitM,escalation,Malicious
"2026-03-28 17:37:40",3.192.235.37,10.0.1.20,57379,20000,DNP3,476,0.574,15,7140,12431.23,External,15,MitM,escalation,Malicious
"2026-03-28 17:37:50",3.192.235.37,10.0.1.23,20124,4840,OPC_UA,312,0.962,4,1248,1297.2,External,0,MitM,escalation,Malicious
"2026-03-28 17:38:00",3.192.235.37,10.0.1.10,2189,502,Modbus_TCP,428,0.664,3,1284,1935.1,External,6,MitM,peak,Malicious
"2026-03-28 17:38:10",3.192.235.37,10.0.1.25,27771,1883,MQTT,387,0.376,8,3096,8244.09,External,0,MitM,peak,Malicious
"2026-03-28 17:38:20",3.192.235.37,10.0.1.21,49643,502,Modbus_TCP,156,0.842,3,468,556.01,External,16,MitM,peak,Malicious
"2026-03-28 17:38:30",3.192.235.37,10.0.1.28,8842,20000,DNP3,483,0.371,16,7728,20818.8,External,1,MitM,peak,Malicious
"2026-03-28 17:38:40",3.192.235.37,10.0.1.24,14482,20000,DNP3,264,0.958,14,3696,3857.18,External,16,MitM,peak,Malicious
"2026-03-28 17:38:50",3.192.235.37,10.0.1.11,2148,20000,DNP3,451,0.303,12,5412,17855.18,External,15,MitM,peak,Malicious
"2026-03-28 17:39:00",3.192.235.37,10.0.1.22,31221,44818,EtherNet_IP,500,0.363,11,5500,15134.37,External,0,MitM,peak,Malicious
"2026-03-28 17:39:10",3.192.235.37,10.0.1.11,14603,20000,DNP3,187,0.358,19,3553,9935,External,5,MitM,peak,Malicious
"2026-03-28 17:39:20",3.192.235.37,10.0.1.26,15038,20000,DNP3,359,0.895,18,6462,7221.65,External,6,MitM,cooldown,Malicious
"2026-03-28 17:39:30",3.192.235.37,10.0.1.14,21763,20000,DNP3,466,0.256,7,3262,12721.22,External,3,MitM,cooldown,Malicious
"2026-03-28 17:39:40",3.192.235.37,10.0.1.22,38630,20000,DNP3,437,0.309,13,5681,18377.14,External,5,MitM,cooldown,Malicious
"2026-03-28 17:39:50",10.0.1.25,10.0.1.23,17813,502,Modbus_TCP,117,0.083,5,585,7037.28,RTU,5,Normal,none,Normal
"2026-03-28 17:40:00",10.0.1.25,10.0.1.28,8171,1883,MQTT,77,0.075,2,154,2043.91,RTU,0,Normal,none,Normal
"2026-03-28 17:40:10",10.0.1.27,10.0.1.26,26808,20000,DNP3,48,0.206,4,192,930.48,Historian,16,Normal,none,Normal
"2026-03-28 17:40:20",10.0.1.14,10.0.1.12,60007,20000,DNP3,95,0.485,8,760,1567.01,Engineering_Workstation,15,Normal,none,Normal
"2026-03-28 17:40:30",10.0.1.27,10.0.1.22,62537,4840,OPC_UA,161,0.374,2,322,860.78,Historian,0,Normal,none,Normal
"2026-03-28 17:40:40",10.0.1.12,10.0.1.10,47221,20000,DNP3,168,0.276,7,1176,4255.17,SCADA_Server,6,Normal,none,Normal
"2026-03-28 17:40:50",10.0.1.16,10.0.1.24,44798,502,Modbus_TCP,78,0.138,3,234,1700.7,PLC,15,Normal,none,Normal
"2026-03-28 17:41:00",148.30.113.10,10.0.1.16,9385,20000,DNP3,380,0.122,16,6080,49821.17,External,5,MitM,recon,Malicious
"2026-03-28 17:41:10",148.30.113.10,10.0.1.24,46196,4840,OPC_UA,385,0.259,20,7700,29765.92,External,0,MitM,recon,Malicious
"2026-03-28 17:41:20",148.30.113.10,10.0.1.28,2868,502,Modbus_TCP,370,0.905,17,6290,6949.17,External,6,MitM,recon,Malicious
"2026-03-28 17:41:30",148.30.113.10,10.0.1.16,55870,502,Modbus_TCP,402,0.145,4,1608,11078.46,External,6,MitM,recon,Malicious
"2026-03-28 17:41:40",148.30.113.10,10.0.1.15,56265,502,Modbus_TCP,185,0.916,18,3330,3634.11,External,5,MitM,escalation,Malicious
"2026-03-28 17:41:50",148.30.113.10,10.0.1.13,7474,20000,DNP3,497,0.72,8,3976,5524.34,External,1,MitM,escalation,Malicious
"2026-03-28 17:42:00",148.30.113.10,10.0.1.23,48025,20000,DNP3,402,0.129,7,2814,21815.04,External,6,MitM,escalation,Malicious
"2026-03-28 17:42:10",148.30.113.10,10.0.1.17,41297,502,Modbus_TCP,231,0.857,12,2772,3236.06,External,4,MitM,escalation,Malicious
"2026-03-28 17:42:20",148.30.113.10,10.0.1.23,35684,20000,DNP3,372,0.797,18,6696,8397.79,External,6,MitM,peak,Malicious
"2026-03-28 17:42:30",148.30.113.10,10.0.1.16,25315,20000,DNP3,230,0.225,14,3220,14310.53,External,1,MitM,peak,Malicious
"2026-03-28 17:42:40",148.30.113.10,10.0.1.17,7807,20000,DNP3,431,0.37,15,6465,17455.73,External,4,MitM,peak,Malicious
"2026-03-28 17:42:50",148.30.113.10,10.0.1.10,54895,44818,EtherNet_IP,365,0.341,6,2190,6415.94,External,0,MitM,peak,Malicious
"2026-03-28 17:43:00",148.30.113.10,10.0.1.18,22084,4840,OPC_UA,197,0.708,6,1182,1669.07,External,0,MitM,peak,Malicious
"2026-03-28 17:43:10",148.30.113.10,10.0.1.21,16908,47808,BACnet,252,0.678,3,756,1115.62,External,0,MitM,peak,Malicious
"2026-03-28 17:43:20",148.30.113.10,10.0.1.17,57617,20000,DNP3,338,0.475,16,5408,11386.74,External,6,MitM,peak,Malicious
"2026-03-28 17:43:30",148.30.113.10,10.0.1.10,59419,1883,MQTT,194,0.275,19,3686,13390.36,External,0,MitM,peak,Malicious
"2026-03-28 17:43:40",148.30.113.10,10.0.1.28,21261,4840,OPC_UA,196,0.597,18,3528,5913.56,External,0,MitM,peak,Malicious
"2026-03-28 17:43:50",148.30.113.10,10.0.1.23,17315,20000,DNP3,431,0.219,4,1724,7876.4,External,6,MitM,peak,Malicious
"2026-03-28 17:44:00",148.30.113.10,10.0.1.21,38088,20000,DNP3,480,0.635,20,9600,15106.83,External,6,MitM,cooldown,Malicious
"2026-03-28 17:44:10",148.30.113.10,10.0.1.23,11280,20000,DNP3,309,0.303,5,1545,5093.08,External,2,MitM,cooldown,Malicious
"2026-03-28 17:44:20",148.30.113.10,10.0.1.23,7244,20000,DNP3,134,0.297,14,1876,6311.48,External,3,MitM,cooldown,Malicious
"2026-03-28 17:44:30",148.30.113.10,10.0.1.10,16283,20000,DNP3,236,0.198,4,944,4761.6,External,5,MitM,cooldown,Malicious
"2026-03-28 17:44:40",10.0.1.15,10.0.1.13,33537,20000,DNP3,82,0.043,3,246,5758.64,Historian,2,Normal,none,Normal
"2026-03-28 17:44:50",10.0.1.25,10.0.1.22,19037,20000,DNP3,148,0.441,6,888,2014.63,RTU,2,Normal,none,Normal
"2026-03-28 17:45:00",10.0.1.19,10.0.1.15,61502,20000,DNP3,110,0.343,1,110,320.83,RTU,2,Normal,none,Normal
"2026-03-28 17:45:10",56.175.192.2,10.0.1.11,22462,4840,OPC_UA,940,1.609,114,107160,66617.27,External,0,DoS,recon,Malicious
"2026-03-28 17:45:20",56.175.192.2,10.0.1.22,61081,4840,OPC_UA,940,1.576,149,140060,88874.34,External,0,DoS,recon,Malicious
"2026-03-28 17:45:30",56.175.192.2,10.0.1.17,2562,502,Modbus_TCP,940,0.649,102,95880,147731.57,External,2,DoS,recon,Malicious
"2026-03-28 17:45:40",56.175.192.2,10.0.1.22,56175,502,Modbus_TCP,940,1.713,174,163560,95489.61,External,4,DoS,recon,Malicious
"2026-03-28 17:45:50",56.175.192.2,10.0.1.24,61748,4840,OPC_UA,940,1.233,189,177660,144126.73,External,0,DoS,recon,Malicious
"2026-03-28 17:46:00",56.175.192.2,10.0.1.14,12286,4840,OPC_UA,940,1.065,174,163560,153590.23,External,0,DoS,recon,Malicious
"2026-03-28 17:46:10",56.175.192.2,10.0.1.10,64445,4840,OPC_UA,940,0.276,177,166380,603513.09,External,0,DoS,recon,Malicious
"2026-03-28 17:46:20",56.175.192.2,10.0.1.18,48792,502,Modbus_TCP,940,1.294,111,104340,80647.82,External,6,DoS,recon,Malicious
"2026-03-28 17:46:30",56.175.192.2,10.0.1.11,41230,502,Modbus_TCP,940,0.266,165,155100,583573.45,External,2,DoS,recon,Malicious
"2026-03-28 17:46:40",56.175.192.2,10.0.1.12,51663,502,Modbus_TCP,1220,0.627,178,217160,346072.5,External,1,DoS,escalation,Malicious
"2026-03-28 17:46:50",56.175.192.2,10.0.1.15,13262,4840,OPC_UA,1220,1.864,268,326960,175453.97,External,0,DoS,escalation,Malicious
"2026-03-28 17:47:00",56.175.192.2,10.0.1.16,13066,4840,OPC_UA,1220,0.715,246,300120,419673.58,External,0,DoS,escalation,Malicious
"2026-03-28 17:47:10",56.175.192.2,10.0.1.19,29797,4840,OPC_UA,1220,1.32,198,241560,182976.39,External,0,DoS,escalation,Malicious
"2026-03-28 17:47:20",56.175.192.2,10.0.1.27,4957,4840,OPC_UA,1220,0.871,254,309880,355646.9,External,0,DoS,escalation,Malicious
"2026-03-28 17:47:30",56.175.192.2,10.0.1.14,35322,4840,OPC_UA,1220,0.61,190,231800,379713.41,External,0,DoS,escalation,Malicious
"2026-03-28 17:47:40",56.175.192.2,10.0.1.14,18777,502,Modbus_TCP,1220,1.15,194,236680,205748.04,External,2,DoS,escalation,Malicious
"2026-03-28 17:47:50",56.175.192.2,10.0.1.16,8708,4840,OPC_UA,1220,1.93,249,303780,157381.45,External,0,DoS,escalation,Malicious
"2026-03-28 17:48:00",56.175.192.2,10.0.1.10,39505,4840,OPC_UA,1220,1.258,261,318420,253098.27,External,0,DoS,escalation,Malicious
"2026-03-28 17:48:10",56.175.192.2,10.0.1.13,2271,4840,OPC_UA,1220,1.756,222,270840,154265.49,External,0,DoS,escalation,Malicious
"2026-03-28 17:48:20",56.175.192.2,10.0.1.17,54281,502,Modbus_TCP,1220,1.795,207,252540,140720.22,External,2,DoS,escalation,Malicious
"2026-03-28 17:48:30",56.175.192.2,10.0.1.20,22785,4840,OPC_UA,1220,1.363,233,284260,208499.26,External,0,DoS,escalation,Malicious
